"","year","brand","superbowl_ads_dot_com_url","youtube_url","funny","show_product_quickly","patriotic","celebrity","danger","animals","use_sex","duration","cost"
"100",2014,"Bud Light","https://superbowl-ads.com/2014-bud-light-up-for-whatever-1/","",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,31,4084864
"101",2014,"Toyota","https://superbowl-ads.com/2014-toyota-highlander-no-room-for-boring/","https://www.youtube.com/watch?v=b01P9PaaoLk",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,62,8169728
"102",2009,"Bud Light","https://superbowl-ads.com/2009-bud-light-skier/","https://www.youtube.com/watch?v=LEVQAU_LITI",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,32,3e+06
"103",2014,"Kia","https://superbowl-ads.com/2014-kia-the-truth/","https://www.youtube.com/watch?v=FTNMYoKHwvU",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,93,12254592
"104",2014,"Hynudai","https://superbowl-ads.com/2014-hyundai-elantra-nice/","https://www.youtube.com/watch?v=2jMWybAKjWw",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,31,4084864
"105",2013,"Bud Light","https://superbowl-ads.com/video-bud-light-2013-super-bowl-xlvii-commercial-lucky-chair/","https://www.youtube.com/watch?v=7HMTkEMdqBQ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60,7530260
"106",2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-wheel-suck/","https://www.youtube.com/watch?v=WX8Du9pusdA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,2699963
"107",2013,"Bud Light","https://superbowl-ads.com/video-bud-light-2013-super-bowl-xlvii-ad-journey/","https://www.youtube.com/watch?v=leptS7k6sLE",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,60,7530260
"108",2011,"Doritos","https://superbowl-ads.com/2011-doritos-pug-attack/","https://www.youtube.com/watch?v=1A6frF5zfDE",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,30,2948649
"109",2005,"Bud Light","https://superbowl-ads.com/2005-bud-light-skydiver/","https://www.youtube.com/watch?v=Y9wyIID8Khs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,2400000
"110",2005,"Budweiser","https://superbowl-ads.com/2005-budweiser-tryouts/","",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29,2400000
"111",2014,"Doritos","https://superbowl-ads.com/2014-doritos-time-machine/","https://www.youtube.com/watch?v=Y-P0Hs0ADJY",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,30,4084864
"112",2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-wine-cheese-party/","https://www.youtube.com/watch?v=aEWtTVaIH0M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,2699963
"113",2012,"Pepsi","https://superbowl-ads.com/2012-pepsi-kings-court/","https://www.youtube.com/watch?v=3rZs8ZKTsp0",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,62,6885504
"114",2012,"Doritos","https://superbowl-ads.com/2012-doritos-mans-best-friend/","https://www.youtube.com/watch?v=kMmd0WaQFGE",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,30,3442752
"115",2012,"Toyota","https://superbowl-ads.com/2012-toyota-camry-its-reinvented/","https://www.youtube.com/watch?v=oYdJKey7VpU",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,60,6885504
"116",2016,"Doritos","https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-ultrasound/","https://www.youtube.com/watch?v=Qh_gOK6xDNA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,4800000
"117",2013,"E-Trade","https://superbowl-ads.com/video-etrade-baby-2013-super-bowl-xlvii-commercial-save-it/","https://www.youtube.com/watch?v=F0nhq4GO90s",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,30,3765130
"118",2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-breathe-fire/","https://www.youtube.com/watch?v=AhqPl1IKVo4",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,30,2699963
"119",2012,"Coca-Cola","https://superbowl-ads.com/2012-coca-cola-arghh-ny-bear/","https://www.youtube.com/watch?v=jhvAXT9R_3U",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,33,3442752
"120",2004,"Pepsi","https://superbowl-ads.com/2004-pepsi-jimi-hendrix/","https://www.youtube.com/watch?v=NOOmu1Rz17Y",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,2302200
"121",2010,"Doritos","https://superbowl-ads.com/hd-exclusive-dog-shock-collar-doritos-commercial-super-bowl-44-2010-super-bowl-xliv/","https://www.youtube.com/watch?v=UBaZDWIs3fs",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,31,2800000
"122",2012,"Kia","https://superbowl-ads.com/2012-kia-optima-drive-the-dream-extended-version/","https://www.youtube.com/watch?v=9RI6OGXq11Y",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,90,10328256
"123",2012,"NFL","https://superbowl-ads.com/2012-nfl-timeline/","https://www.youtube.com/watch?v=CPr4-P19NtE",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,60,6885504
"124",2005,"Bud Light","https://superbowl-ads.com/2005-bud-light-sharon/","",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,30,2400000
"125",2010,"Hynudai","https://superbowl-ads.com/hd-exclusive-2010-super-bowl-xliv-commercial-with-brett-favre-hyundai-commercial/","https://www.youtube.com/watch?v=KqAWv2wCW8I",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,31,2800000
"126",2004,"Bud Light","https://superbowl-ads.com/2004-bud-light-paintball/","https://www.youtube.com/watch?v=qbS0gF3YdBg",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,30,2302200
"127",2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-x-ray-vision/","https://www.youtube.com/watch?v=cOEMI8HRhlA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,32,2699963
"128",2016,"Toyota","https://superbowl-ads.com/pokemon-2016-super-bowl-50-ad-20-years-2/","https://www.youtube.com/watch?v=KLkQ9c9-QFI",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,240,38400000
"129",2006,"Bud Light","https://superbowl-ads.com/2006-bud-light-magic-fridge/","https://www.youtube.com/watch?v=67dRRrRz2t8",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,2500000
"130",2007,"Coca-Cola","https://superbowl-ads.com/2007-coca-cola-happiness-factory/","https://www.youtube.com/watch?v=NwZpO6saPxI",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,60,4770730
"131",2007,"Budweiser","https://superbowl-ads.com/2007-budweiser-dalmatian/","https://www.youtube.com/watch?v=esOPYOeotTU",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,60,4770730
"132",2013,"Doritos","https://superbowl-ads.com/video-doritos-2013-super-bowl-xlvii-ad-fashionista-daddy/","https://www.youtube.com/watch?v=w_2k5LMeduc",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,3765130
"133",2010,"Bud Light","https://superbowl-ads.com/hd-exclusive-bud-light-auto-tune-t-pain-2010-superbowl-44-xliv-commercial-ad/","https://www.youtube.com/watch?v=bDhjcP02GQg",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,30,2800000
"134",2009,"Doritos","https://superbowl-ads.com/2009-doritos-power-of-the-crunch/","https://www.youtube.com/watch?v=7DZao4kN73M",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,32,3e+06
"135",2009,"Coca-Cola","https://superbowl-ads.com/2009-coke-zero-mean-troy/","https://www.youtube.com/watch?v=XKFUcEkIbEg",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,62,6e+06
"136",2009,"Pepsi","https://superbowl-ads.com/2009-pepsi-anthem/","https://www.youtube.com/watch?v=WIzKwJmYLNs",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,62,6e+06
"137",2018,"Bud Light","https://superbowl-ads.com/bud-light-ye-olde-pep-talk/","https://www.youtube.com/watch?v=xza7T89Lda4",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,45,10470758
"138",2015,"Doritos","https://superbowl-ads.com/2015-doritos-cheesy-pirates/","",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,42,4283129
"139",2010,"Kia","https://superbowl-ads.com/hd-exclusive-kias-big-game-commercial-2010-super-bowl-44-xliv-ad/","https://www.youtube.com/watch?v=7q2yVq6fDEg",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,61,5600000
"140",2008,"Doritos","https://superbowl-ads.com/2008-doritos-mouse-trap/","https://www.youtube.com/watch?v=h8qgk5tXuUA",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,30,2699963
"141",2012,"Coca-Cola","https://superbowl-ads.com/2012-coca-cola-superstition/","https://www.youtube.com/watch?v=x1nttVdja9s",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,32,3442752
"142",2011,"Hynudai","https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-deprogramming-video/","https://www.youtube.com/watch?v=32d5c_IW2Xc",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,5897298
"143",2008,"Coca-Cola","https://superbowl-ads.com/2008-coca-cola-political-parties/","https://www.youtube.com/watch?v=2_LWZe2BGaE",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,63,5399926
"144",2019,"Kia","https://superbowl-ads.com/2020-kia-telluride-give-it-everything/","https://www.youtube.com/watch?v=sS8dkRhDirY",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,91,15599748
"145",2013,"Kia","https://superbowl-ads.com/video-2013-kia-super-bowl-xlvii-commercial-space-babies/","https://www.youtube.com/watch?v=k5vbGQb7jR0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,60,7530260
"146",2008,"Pepsi","https://superbowl-ads.com/2008-pepsi-every-sip-with-justin-timberlake/","https://www.youtube.com/watch?v=AKKM8sP24BE",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,63,5399926
"147",2019,"Bud Light","https://superbowl-ads.com/2019-bud-light-special-delivery/","https://www.youtube.com/watch?v=eIlX0Gg0GRI",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"148",2011,"Hynudai","https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-anachronistic-city-video/","https://www.youtube.com/watch?v=-BVMOKtawUk",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,2948649
"149",2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-language-of-love/","https://www.youtube.com/watch?v=Ao0x4zsb724",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,32,2699963
"150",2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-jackie-moon-will-ferrell/","https://www.youtube.com/watch?v=ecqiZn2DDFQ",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,31,2699963
"151",2010,"E-Trade","https://superbowl-ads.com/hd-exclusive-e-trade-baby-girlfriend-2010-superbowl-44-xliv-commercial-ad/","https://www.youtube.com/watch?v=tbLTl7egwlU",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,30,2800000
"152",2013,"Budweiser","https://superbowl-ads.com/video-budweiser-black-crown-2013-super-bowl-xlvii-ad-celebration/","https://www.youtube.com/watch?v=2WNvlXoDs7w",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,32,3765130
"153",2018,"Coca-Cola","https://superbowl-ads.com/diet-coke-twisted-mango-groove/","https://www.youtube.com/watch?v=nkGd47iB-wU",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,30,5235379
"154",2011,"Pepsi","https://superbowl-ads.com/2011-pepsi-max-love-hurts/","https://www.youtube.com/watch?v=r4eyQBvcBUA",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,31,2948649
"155",2018,"E-Trade","https://superbowl-ads.com/etrade-commercial-this-is-getting-old/","https://www.youtube.com/watch?v=Qx5-AZlfjp4",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,30,5235379
"156",2016,"Budweiser","https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-not-backing/","https://www.youtube.com/watch?v=to4dhysGYD0",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,30,4800000
"157",2008,"Coca-Cola","https://superbowl-ads.com/2008-coca-cola-its-mine/","https://www.youtube.com/watch?v=-ACk9mRky5k",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,62,5399926
"158",2013,"Kia","https://superbowl-ads.com/video-kia-forte-2013-super-bowl-xlvii-commercial-hot-bots/","https://www.youtube.com/watch?v=yhPBzlB6VJI",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,41,3765130
"159",2014,"Coca-Cola","https://superbowl-ads.com/2014-coca-cola-its-beautiful/","https://www.youtube.com/watch?v=D4BC8zUfNhU",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,60,8169728
"160",2012,"Budweiser","https://superbowl-ads.com/2012-budweiser-return-of-the-king/","https://www.youtube.com/watch?v=TieDNumMwOc",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,60,6885504
"161",2004,"Bud Light","https://superbowl-ads.com/2004-bud-light-fergus/","https://www.youtube.com/watch?v=j7QA9oHpduk",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,31,2302200
"162",2007,"Bud Light","https://superbowl-ads.com/2007-bud-light-class-with-carlos-mencia/","https://www.youtube.com/watch?v=670X2MCWzK0",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,29,2385365
"163",2007,"Budweiser","https://superbowl-ads.com/2007-budweiser-don-shula-vs-jayz/","https://www.youtube.com/watch?v=YnGpb8lbPOI",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,64,4770730
"164",2019,"Kia","https://superbowl-ads.com/2019-kia-the-great-unknowns-what-if/","https://www.youtube.com/watch?v=nONhop0Kq-E",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40,5199916
"165",2010,"E-Trade","https://superbowl-ads.com/hd-exclusive-e-trade-baby-first-class-2010-super-bowl-44-xliv-commercial-ad/","https://www.youtube.com/watch?v=tVrE5-eiSNA",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,2800000
"166",2018,"Toyota","https://superbowl-ads.com/toyota-2018-big-game-ad-one-team/","https://www.youtube.com/watch?v=QwF3ipuNyfc",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,10470758
"167",2013,"Budweiser","https://superbowl-ads.com/video-budweiser-2013-super-bowl-xlvii-ad-the-clydesdales-brotherhood/","https://www.youtube.com/watch?v=eJucRz8kYo0",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,73,7530260
"168",2010,"Budweiser","https://superbowl-ads.com/hd-exclusive-budweiser-body-bridge-2010-super-bowl-44-xliv-commercial-ad/","https://www.youtube.com/watch?v=IQHlA9qKJv4",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,61,5600000
"169",2006,"Budweiser","https://superbowl-ads.com/2006-budweiser-on-the-roof/","https://www.youtube.com/watch?v=q05QIp5qbnY",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,33,2500000
"170",2012,"Coca-Cola","https://superbowl-ads.com/2012-coca-cola-catch-ne-bear/","https://www.youtube.com/watch?v=S2nBBMbjS8w",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,62,6885504
"171",2019,"Bud Light","https://superbowl-ads.com/2019-bud-light-trojan-horse-occupants/","https://www.youtube.com/watch?v=nScg3KmA_6k",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,0
"172",2007,"Toyota","https://superbowl-ads.com/2007-toyota-tundra-see-saw/","https://www.youtube.com/watch?v=D81uh6I-2Q4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,2385365
"173",2014,"Hynudai","https://superbowl-ads.com/2014-hyundai-genesis-dads-sixth-sense/","https://www.youtube.com/watch?v=CyK63f0I1P0",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,40,4084864
"174",2006,"Pepsi","https://superbowl-ads.com/2006-diet-pepsi-jackie-chan/","https://www.youtube.com/watch?v=sx0i7WgBOvs",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,31,2500000
"175",2006,"Pepsi","https://superbowl-ads.com/2006-diet-pepsi-brown-and-bubbly/","https://www.youtube.com/watch?v=d8f-PiELHls",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,65,5e+06
"176",2015,"Pepsi","https://superbowl-ads.com/pepsi-2015-super-bowl-xlix-ad-halftime-touches-down/","https://www.youtube.com/watch?v=IUU_ygKs3jA",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,32,4283129
"177",2012,"Bud Light","https://superbowl-ads.com/2012-bud-light-platinum-factory/","https://www.youtube.com/watch?v=3LPLXuHlOCI",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,3442752
"178",2009,"Doritos","https://superbowl-ads.com/2009-doritos-crystal-ball/","https://www.youtube.com/watch?v=Fdz0Q0GiEcc",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,31,3e+06
"179",2006,"Budweiser","https://superbowl-ads.com/2006-budweiser-streaker/","https://www.youtube.com/watch?v=Zb3fhsfs6ZU",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,31,2500000
"180",2014,"Bud Light","https://superbowl-ads.com/2014-bud-light-cool-twist/","https://www.youtube.com/watch?v=_l1nWWiut0I",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,33,4084864
"181",2005,"Pepsi","https://superbowl-ads.com/2005-diet-pepsi-pdiddy/","https://www.youtube.com/watch?v=eXfNnSOOoVc",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,90,7200000
"182",2005,"Bud Light","https://superbowl-ads.com/2005-bud-light-cedric-stranded/","https://www.youtube.com/watch?v=Q5Hu_FBUIsk",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,31,2400000
"183",2007,"Bud Light","https://superbowl-ads.com/2007-bud-light-apes-plan/","https://www.youtube.com/watch?v=osn2rzClKh0",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31,2385365
"184",2005,"Pepsi","https://superbowl-ads.com/2005-diet-pepsi-hot-guy/","https://www.youtube.com/watch?v=bHY2miRSwh4",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,31,2400000
"185",2015,"Budweiser","https://superbowl-ads.com/2015-budweiser-lost-dog/","https://www.youtube.com/watch?v=otCxSnu_HXA",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,106,17132516
"186",2019,"Bud Light","https://superbowl-ads.com/2019-bud-light-game-of-thrones-joust/","https://www.youtube.com/watch?v=8fhOItB0zUM",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,95,15599748
"187",2004,"Bud Light","https://superbowl-ads.com/2004-bud-light-cedric-gets-massage/","https://www.youtube.com/watch?v=gWqR28uRxXw",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,32,2302200
"188",2009,"E-Trade","https://superbowl-ads.com/2009-etrade-talking-baby/","https://www.youtube.com/watch?v=PlqWRADszb0",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,33,3e+06
"189",2013,"Pepsi","https://superbowl-ads.com/video-2013-pepsi-next-super-bowl-xlvii-commercial-party/","https://www.youtube.com/watch?v=WAySopBmbtI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,44,3765130
"190",2004,"Budweiser","https://superbowl-ads.com/2004-budweiser-lipstick/","https://www.youtube.com/watch?v=zM4rU4jit5k",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,30,2302200
"191",2009,"Hynudai","https://superbowl-ads.com/2009-hyundai-assurance-contract/","https://www.youtube.com/watch?v=lzQ2NeqjYS0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,3e+06
"192",2014,"Budweiser","https://superbowl-ads.com/2014-budweiser-puppy-love/","https://www.youtube.com/watch?v=gUGGepL5gGU",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,187,24509184
"193",2015,"Coca-Cola","https://superbowl-ads.com/2015-coca-cola-make-it-happy/","https://www.youtube.com/watch?v=1AeG8tCzTGw",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,8566258
"194",2012,"Doritos","https://superbowl-ads.com/2012-doritos-sling-baby/","https://www.youtube.com/watch?v=6SWNLDdnz0A",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,3442752
"195",2013,"Hynudai","https://superbowl-ads.com/video-2013-hyundai-genesis-super-bowl-xlvii-commercial/","https://www.youtube.com/watch?v=mOatp4Xi7IU",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,3765130
"196",2015,"Toyota","https://superbowl-ads.com/toyota-camry-2015-super-bowl-xlix-ad-my-bold-dad/","https://www.youtube.com/watch?v=9u4--TxE2gI",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,75,8566258
"197",2016,"Doritos","https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-doritos-dogs/","https://www.youtube.com/watch?v=MNRAdrB9TSs",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,30,4800000
"198",2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-ability-to-fly/","https://www.youtube.com/watch?v=-axbiEJiRGw",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,2699963
"199",2007,"Doritos","https://superbowl-ads.com/2007-doritos-check-out-girl/","https://www.youtube.com/watch?v=nIcFZzdXSrU",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,30,2385365
"200",2014,"NFL","https://superbowl-ads.com/nfl-now/","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,0
"201",2012,"Budweiser","https://superbowl-ads.com/2012-budweiser-eternal-optimism/","https://www.youtube.com/watch?v=_GeiOdHsW_8",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,64,6885504
